tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
228,15.20,29.23,39.23,49.23,59.23,69.23,49.23,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
229,15.27,29.27,39.27,49.27,59.27,69.27,49.27,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
230,15.33,29.31,39.31,49.31,59.31,69.31,49.31,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
231,15.40,29.35,39.35,49.35,59.35,69.35,49.35,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
232,15.47,29.39,39.39,49.39,59.39,69.39,49.39,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
233,15.53,29.44,39.44,49.44,59.44,69.44,49.44,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
234,15.60,29.48,39.48,49.48,59.48,69.48,49.48,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
235,15.67,29.52,39.52,49.52,59.52,69.52,49.52,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
236,15.73,29.56,39.56,49.56,59.56,69.56,49.56,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
237,15.80,29.60,39.60,49.60,59.60,69.60,49.60,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
238,15.87,29.64,39.64,49.64,59.64,69.64,49.64,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
239,15.93,29.68,39.68,49.68,59.68,69.68,49.68,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
240,16.00,29.72,39.72,49.72,59.72,69.72,49.72,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
241,16.07,29.76,39.76,49.76,59.76,69.76,49.76,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
242,16.13,29.80,39.80,49.80,59.80,69.80,49.80,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
243,16.20,29.84,39.84,49.84,59.84,69.84,49.84,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
244,16.27,29.89,39.89,49.89,59.89,69.89,49.89,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
245,16.33,29.93,39.93,49.93,59.93,69.93,49.93,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
246,16.40,29.97,39.97,49.97,59.97,69.97,49.97,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
247,16.47,30.01,40.01,50.01,60.01,70.01,50.01,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
248,16.53,30.05,40.05,50.05,60.05,70.05,50.05,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
249,16.60,30.09,40.09,50.09,60.09,70.09,50.09,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
250,16.67,30.13,40.13,50.13,60.13,70.13,50.13,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
251,16.73,30.17,40.17,50.17,60.17,70.17,50.17,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
252,16.80,30.21,40.21,50.21,60.21,70.21,50.21,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
253,16.87,30.25,40.25,50.25,60.25,70.25,50.25,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
254,16.93,30.29,40.29,50.29,60.29,70.29,50.29,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
255,17.00,30.34,40.34,50.34,60.34,70.34,50.34,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
256,17.07,30.38,40.38,50.38,60.38,70.38,50.38,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
257,17.13,30.42,40.42,50.42,60.42,70.42,50.42,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
258,17.20,30.46,40.46,50.46,60.46,70.46,50.46,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
259,17.27,30.50,40.50,50.50,60.50,70.50,50.50,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
260,17.33,30.54,40.54,50.54,60.54,70.54,50.54,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
261,17.40,30.58,40.58,50.58,60.58,70.58,50.58,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
262,17.47,30.62,40.62,50.62,60.62,70.62,50.62,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
263,17.53,30.66,40.66,50.66,60.66,70.66,50.66,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
264,17.60,30.70,40.70,50.70,60.70,70.70,50.70,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
265,17.67,30.75,40.75,50.75,60.75,70.75,50.75,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
266,17.73,30.79,40.79,50.79,60.79,70.79,50.79,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
267,17.80,30.83,40.83,50.83,60.83,70.83,50.83,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
268,17.87,30.87,40.87,50.87,60.87,70.87,50.87,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
269,17.93,30.91,40.91,50.91,60.91,70.91,50.91,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
270,18.00,30.95,40.95,50.95,60.95,70.95,50.95,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
271,18.07,30.99,40.99,50.99,60.99,70.99,50.99,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
272,18.13,31.03,41.03,51.03,61.03,71.03,51.03,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
273,18.20,31.07,41.07,51.07,61.07,71.07,51.07,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
274,18.27,31.11,41.11,51.11,61.11,71.11,51.11,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
275,18.33,31.15,41.15,51.15,61.15,71.15,51.15,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
276,18.40,31.20,41.20,51.20,61.20,71.20,51.20,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
277,18.47,31.24,41.24,51.24,61.24,71.24,51.24,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
278,18.53,31.28,41.28,51.28,61.28,71.28,51.28,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
279,18.60,31.32,41.32,51.32,61.32,71.32,51.32,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
280,18.67,31.36,41.36,51.36,61.36,71.36,51.36,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
281,18.73,31.40,41.40,51.40,61.40,71.40,51.40,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
282,18.80,31.44,41.44,51.44,61.44,71.44,51.44,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
283,18.87,31.48,41.48,51.48,61.48,71.48,51.48,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
284,18.93,31.52,41.52,51.52,61.52,71.52,51.52,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
285,19.00,31.56,41.56,51.56,61.56,71.56,51.56,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
286,19.07,31.60,41.60,51.60,61.60,71.60,51.60,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
287,19.13,31.65,41.65,51.65,61.65,71.65,51.65,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
288,19.20,31.69,41.69,51.69,61.69,71.69,51.69,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
289,19.27,31.73,41.73,51.73,61.73,71.73,51.73,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
290,19.33,31.77,41.77,51.77,61.77,71.77,51.77,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
291,19.40,31.81,41.81,51.81,61.81,71.81,51.81,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
292,19.47,31.85,41.85,51.85,61.85,71.85,51.85,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
293,19.53,31.89,41.89,51.89,61.89,71.89,51.89,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
294,19.60,31.93,41.93,51.93,61.93,71.93,51.93,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
295,19.67,31.97,41.97,51.97,61.97,71.97,51.97,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
296,19.73,32.01,42.01,52.01,62.01,72.01,52.01,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
297,19.80,32.05,42.05,52.05,62.05,72.05,52.05,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
298,19.87,32.10,42.10,52.10,62.10,72.10,52.10,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
299,19.93,32.14,42.14,52.14,62.14,72.14,52.14,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
300,20.00,32.18,42.18,52.18,62.18,72.18,52.18,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
301,20.07,32.22,42.22,52.22,62.22,72.22,52.22,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
302,20.13,32.26,42.26,52.26,62.26,72.26,52.26,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
303,20.20,32.30,42.30,52.30,62.30,72.30,52.30,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
304,20.27,32.34,42.34,52.34,62.34,72.34,52.34,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
305,20.33,32.38,42.38,52.38,62.38,72.38,52.38,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
306,20.40,32.42,42.42,52.42,62.42,72.42,52.42,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
307,20.47,32.46,42.46,52.46,62.46,72.46,52.46,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
308,20.53,32.50,42.50,52.50,62.50,72.50,52.50,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
309,20.60,32.55,42.55,52.55,62.55,72.55,52.55,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
310,20.67,32.59,42.59,52.59,62.59,72.59,52.59,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
311,20.73,32.63,42.63,52.63,62.63,72.63,52.63,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
312,20.80,32.67,42.67,52.67,62.67,72.67,52.67,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
313,20.87,32.71,42.71,52.71,62.71,72.71,52.71,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
314,20.93,32.75,42.75,52.75,62.75,72.75,52.75,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
315,21.00,32.79,42.79,52.79,62.79,72.79,52.79,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
316,21.07,32.83,42.83,52.83,62.83,72.83,52.83,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
317,21.13,32.87,42.87,52.87,62.87,72.87,52.87,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
318,21.20,32.91,42.91,52.91,62.91,72.91,52.91,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
319,21.27,32.95,42.95,52.95,62.95,72.95,52.95,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
320,21.33,33.00,43.00,53.00,63.00,73.00,53.00,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
321,21.40,33.04,43.04,53.04,63.04,73.04,53.04,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
322,21.47,33.08,43.08,53.08,63.08,73.08,53.08,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
323,21.53,33.12,43.12,53.12,63.12,73.12,53.12,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
324,21.60,33.16,43.16,53.16,63.16,73.16,53.16,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
325,21.67,33.20,43.20,53.20,63.20,73.20,53.20,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
326,21.73,33.24,43.24,53.24,63.24,73.24,53.24,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
327,21.80,33.28,43.28,53.28,63.28,73.28,53.28,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
328,21.87,33.32,43.32,53.32,63.32,73.32,53.32,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
329,21.93,33.36,43.36,53.36,63.36,73.36,53.36,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
330,22.00,33.40,43.40,53.40,63.40,73.40,53.40,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
331,22.07,33.45,43.45,53.45,63.45,73.45,53.45,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
332,22.13,33.49,43.49,53.49,63.49,73.49,53.49,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
333,22.20,33.53,43.53,53.53,63.53,73.53,53.53,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
334,22.27,33.57,43.57,53.57,63.57,73.57,53.57,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
335,22.33,33.61,43.61,53.61,63.61,73.61,53.61,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
336,22.40,33.65,43.65,53.65,63.65,73.65,53.65,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
337,22.47,33.69,43.69,53.69,63.69,73.69,53.69,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
338,22.53,33.73,43.73,53.73,63.73,73.73,53.73,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
339,22.60,33.77,43.77,53.77,63.77,73.77,53.77,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
340,22.67,33.81,43.81,53.81,63.81,73.81,53.81,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
341,22.73,33.85,43.85,53.85,63.85,73.85,53.85,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
342,22.80,33.90,43.90,53.90,63.90,73.90,53.90,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
343,22.87,33.94,43.94,53.94,63.94,73.94,53.94,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
344,22.93,33.98,43.98,53.98,63.98,73.98,53.98,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
345,23.00,34.02,44.02,54.02,64.02,74.02,54.02,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
346,23.07,34.06,44.06,54.06,64.06,74.06,54.06,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
347,23.13,34.10,44.10,54.10,64.10,74.10,54.10,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
348,23.20,34.14,44.14,54.14,64.14,74.14,54.14,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
349,23.27,34.18,44.18,54.18,64.18,74.18,54.18,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
350,23.33,34.22,44.22,54.22,64.22,74.22,54.22,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
351,23.40,34.26,44.26,54.26,64.26,74.26,54.26,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
352,23.47,34.30,44.30,54.30,64.30,74.30,54.30,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
353,23.53,34.35,44.35,54.35,64.35,74.35,54.35,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
354,23.60,34.39,44.39,54.39,64.39,74.39,54.39,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
355,23.67,34.43,44.43,54.43,64.43,74.43,54.43,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
356,23.73,34.47,44.47,54.47,64.47,74.47,54.47,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
357,23.80,34.51,44.51,54.51,64.51,74.51,54.51,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
358,23.87,34.55,44.55,54.55,64.55,74.55,54.55,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
359,23.93,34.59,44.59,54.59,64.59,74.59,54.59,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
360,24.00,34.63,44.63,54.63,64.63,74.63,54.63,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
361,24.07,34.67,44.67,54.67,64.67,74.67,54.67,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
362,24.13,34.71,44.71,54.71,64.71,74.71,54.71,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
363,24.20,34.75,44.75,54.75,64.75,74.75,54.75,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
364,24.27,34.80,44.80,54.80,64.80,74.80,54.80,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
365,24.33,34.84,44.84,54.84,64.84,74.84,54.84,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
366,24.40,34.88,44.88,54.88,64.88,74.88,54.88,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
367,24.47,34.92,44.92,54.92,64.92,74.92,54.92,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
368,24.53,34.96,44.96,54.96,64.96,74.96,54.96,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
369,24.60,35.00,45.00,55.00,65.00,75.00,55.00,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
370,24.67,35.04,45.04,55.04,65.04,75.04,55.04,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
371,24.73,35.08,45.08,55.08,65.08,75.08,55.08,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
372,24.80,35.12,45.12,55.12,65.12,75.12,55.12,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
373,24.87,35.16,45.16,55.16,65.16,75.16,55.16,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
374,24.93,35.20,45.20,55.20,65.20,75.20,55.20,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
375,25.00,35.25,45.25,55.25,65.25,75.25,55.25,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
376,25.07,35.29,45.29,55.29,65.29,75.29,55.29,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
377,25.13,35.33,45.33,55.33,65.33,75.33,55.33,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
378,25.20,35.37,45.37,55.37,65.37,75.37,55.37,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
379,25.27,35.41,45.41,55.41,65.41,75.41,55.41,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
380,25.33,35.45,45.45,55.45,65.45,75.45,55.45,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
381,25.40,35.49,45.49,55.49,65.49,75.49,55.49,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
382,25.47,35.53,45.53,55.53,65.53,75.53,55.53,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
383,25.53,35.57,45.57,55.57,65.57,75.57,55.57,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
384,25.60,35.61,45.61,55.61,65.61,75.61,55.61,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
385,25.67,35.65,45.65,55.65,65.65,75.65,55.65,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
386,25.73,35.70,45.70,55.70,65.70,75.70,55.70,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
387,25.80,35.74,45.74,55.74,65.74,75.74,55.74,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
388,25.87,35.78,45.78,55.78,65.78,75.78,55.78,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
389,25.93,35.82,45.82,55.82,65.82,75.82,55.82,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
390,26.00,35.86,45.86,55.86,65.86,75.86,55.86,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
391,26.07,35.90,45.90,55.90,65.90,75.90,55.90,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
392,26.13,35.94,45.94,55.94,65.94,75.94,55.94,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
393,26.20,35.98,45.98,55.98,65.98,75.98,55.98,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
394,26.27,36.02,46.02,56.02,66.02,76.02,56.02,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
395,26.33,36.06,46.06,56.06,66.06,76.06,56.06,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
396,26.40,36.11,46.11,56.11,66.11,76.11,56.11,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
397,26.47,36.15,46.15,56.15,66.15,76.15,56.15,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
398,26.53,36.19,46.19,56.19,66.19,76.19,56.19,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
399,26.60,36.23,46.23,56.23,66.23,76.23,56.23,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
400,26.67,36.27,46.27,56.27,66.27,76.27,56.27,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
401,26.73,36.31,46.31,56.31,66.31,76.31,56.31,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
402,26.80,36.35,46.35,56.35,66.35,76.35,56.35,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
403,26.87,36.39,46.39,56.39,66.39,76.39,56.39,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
404,26.93,36.43,46.43,56.43,66.43,76.43,56.43,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
405,27.00,36.47,46.47,56.47,66.47,76.47,56.47,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
406,27.07,36.51,46.51,56.51,66.51,76.51,56.51,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
407,27.13,36.56,46.56,56.56,66.56,76.56,56.56,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
408,27.20,36.60,46.60,56.60,66.60,76.60,56.60,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
409,27.27,36.64,46.64,56.64,66.64,76.64,56.64,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
410,27.33,36.68,46.68,56.68,66.68,76.68,56.68,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
411,27.40,36.72,46.72,56.72,66.72,76.72,56.72,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
412,27.47,36.76,46.76,56.76,66.76,76.76,56.76,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
413,27.53,36.80,46.80,56.80,66.80,76.80,56.80,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
414,27.60,36.84,46.84,56.84,66.84,76.84,56.84,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
415,27.67,36.88,46.88,56.88,66.88,76.88,56.88,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
416,27.73,36.92,46.92,56.92,66.92,76.92,56.92,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
417,27.80,36.96,46.96,56.96,66.96,76.96,56.96,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
418,27.87,37.01,47.01,57.01,67.01,77.01,57.01,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
419,27.93,37.05,47.05,57.05,67.05,77.05,57.05,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
420,28.00,37.09,47.09,57.09,67.09,77.09,57.09,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
421,28.07,37.13,47.13,57.13,67.13,77.13,57.13,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
422,28.13,37.17,47.17,57.17,67.17,77.17,57.17,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
423,28.20,37.21,47.21,57.21,67.21,77.21,57.21,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
424,28.27,37.25,47.25,57.25,67.25,77.25,57.25,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
425,28.33,37.29,47.29,57.29,67.29,77.29,57.29,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
426,28.40,37.33,47.33,57.33,67.33,77.33,57.33,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
427,28.47,37.37,47.37,57.37,67.37,77.37,57.37,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
428,28.53,37.41,47.41,57.41,67.41,77.41,57.41,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
429,28.60,37.46,47.46,57.46,67.46,77.46,57.46,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
430,28.67,37.50,47.50,57.50,67.50,77.50,57.50,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
431,28.73,37.54,47.54,57.54,67.54,77.54,57.54,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
432,28.80,37.58,47.58,57.58,67.58,77.58,57.58,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
433,28.87,37.62,47.62,57.62,67.62,77.62,57.62,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
434,28.93,37.66,47.66,57.66,67.66,77.66,57.66,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
435,29.00,37.70,47.70,57.70,67.70,77.70,57.70,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
436,29.07,37.74,47.74,57.74,67.74,77.74,57.74,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
437,29.13,37.78,47.78,57.78,67.78,77.78,57.78,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
438,29.20,37.82,47.82,57.82,67.82,77.82,57.82,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
439,29.27,37.86,47.86,57.86,67.86,77.86,57.86,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
440,29.33,37.91,47.91,57.91,67.91,77.91,57.91,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
441,29.40,37.95,47.95,57.95,67.95,77.95,57.95,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
442,29.47,37.99,47.99,57.99,67.99,77.99,57.99,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
443,29.53,38.03,48.03,58.03,68.03,78.03,58.03,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
444,29.60,38.07,48.07,58.07,68.07,78.07,58.07,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
445,29.67,38.11,48.11,58.11,68.11,78.11,58.11,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
446,29.73,38.15,48.15,58.15,68.15,78.15,58.15,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
447,29.80,38.19,48.19,58.19,68.19,78.19,58.19,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
448,29.87,38.23,48.23,58.23,68.23,78.23,58.23,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
449,29.93,38.27,48.27,58.27,68.27,78.27,58.27,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
450,30.00,38.31,48.31,58.31,68.31,78.31,58.31,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
451,30.07,38.36,48.36,58.36,68.36,78.36,58.36,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
452,30.13,38.40,48.40,58.40,68.40,78.40,58.40,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
453,30.20,38.44,48.44,58.44,68.44,78.44,58.44,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
454,30.27,38.48,48.48,58.48,68.48,78.48,58.48,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
455,30.33,38.52,48.52,58.52,68.52,78.52,58.52,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
456,30.40,38.56,48.56,58.56,68.56,78.56,58.56,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
457,30.47,38.60,48.60,58.60,68.60,78.60,58.60,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
458,30.53,38.64,48.64,58.64,68.64,78.64,58.64,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
