cycle,soh_pct,throughput_kwh,efc,energy_in_kwh,energy_out_kwh,peak_temp_c,end_temp_c
47,97.4181,4260.16,25.8192,49.226,40.333,27.5,26.0
48,97.3639,4349.526,26.3608,49.199,40.167,27.5,26.0
49,97.3098,4438.859,26.9022,49.167,40.167,27.5,26.0
50,97.2557,4528.17,27.4435,49.144,40.167,27.5,26.0
51,97.2015,4617.453,27.9846,49.117,40.167,27.5,26.0
52,97.1474,4706.709,28.5255,49.089,40.167,27.5,26.0
53,97.0934,4795.937,29.0663,49.062,40.167,27.5,26.0
54,97.0393,4885.139,29.6069,49.035,40.167,27.5,26.0
55,96.9854,4974.146,30.1463,49.007,40.0,27.5,26.0
56,96.9314,5063.126,30.6856,48.98,40.0,27.5,26.0
57,96.8775,5152.079,31.2247,48.953,40.0,27.5,26.0
58,96.8236,5241.004,31.7637,48.926,40.0,27.5,26.0
59,96.7698,5329.903,32.3024,48.898,40.0,27.5,26.0
60,96.7159,5418.774,32.8411,48.871,40.0,27.5,26.0
61,96.662,5507.618,33.3795,48.844,40.0,27.5,26.0
62,96.6082,5596.435,33.9178,48.817,40.0,27.5,26.0
63,96.5545,5685.058,34.4549,48.79,39.833,27.5,26.0
64,96.5008,5773.641,34.9918,48.75,39.833,27.5,26.0
65,96.4471,5862.21,35.5285,48.735,39.833,27.5,26.0
66,96.3935,5950.751,36.0652,48.708,39.833,27.5,26.0
67,96.3398,6039.266,36.6016,48.681,39.833,27.5,26.0
68,96.2862,6127.753,37.1379,48.654,39.833,27.5,26.0
69,96.2326,6216.214,37.674,48.627,39.833,27.5,26.0
70,96.1791,6304.48,38.209,48.6,39.667,27.5,26.0
71,96.1256,6392.72,38.7438,48.573,39.667,27.5,26.0
72,96.0722,6480.932,39.2784,48.546,39.667,27.5,26.0
73,96.0187,6569.118,39.8128,48.519,39.667,27.5,26.0
74,95.9653,6657.276,40.3471,48.492,39.667,27.5,26.0
75,95.9119,6745.408,40.8813,48.465,39.667,27.5,26.0
76,95.8585,6833.512,41.4152,48.438,39.667,27.5,26.0
77,95.8051,6921.59,41.949,48.411,39.667,27.5,26.0
78,95.7518,7009.474,42.4817,48.384,39.5,27.5,26.0
79,95.6986,7097.331,43.0141,48.357,39.5,27.5,26.0
80,95.6454,7185.161,43.5464,48.33,39.5,27.5,26.0
81,95.5921,7272.965,44.0786,48.303,39.5,27.5,26.0
82,95.5389,7360.741,44.6106,48.276,39.5,27.5,26.0
83,95.4858,7448.491,45.1424,48.25,39.5,27.5,26.0
84,95.4326,7536.214,45.674,48.223,39.5,27.5,26.0
85,95.3795,7623.743,46.2045,48.196,39.333,27.5,26.0
86,95.3265,7711.245,46.7348,48.169,39.333,27.5,26.0
87,95.2735,7798.721,47.265,48.142,39.333,27.5,26.0
88,95.2205,7886.17,47.795,48.116,39.333,27.5,26.0
89,95.1675,7973.592,48.3248,48.089,39.333,27.5,26.0
90,95.1146,8060.987,48.8545,48.062,39.333,27.5,26.0
91,95.0616,8148.356,49.384,48.035,39.333,27.5,26.0
92,95.0087,8235.698,49.9133,48.009,39.333,27.5,26.0
93,94.9559,8322.846,50.4415,47.982,39.167,27.5,26.0
94,94.903,8409.968,50.9695,47.955,39.167,27.5,26.0
95,94.8503,8497.051,51.4973,47.917,39.167,27.5,26.0
96,94.7975,8584.12,52.025,47.902,39.167,27.5,26.0
97,94.7448,8671.162,52.5525,47.875,39.167,27.5,26.0
98,94.692,8758.177,53.0799,47.849,39.167,27.5,26.0
99,94.6393,8845.165,53.6071,47.822,39.167,27.5,26.0
100,94.5866,8932.127,54.1341,47.795,39.167,27.5,26.0
