cycle,soh_pct,throughput_kwh,efc,energy_in_kwh,energy_out_kwh,peak_temp_c,end_temp_c
64,96.1952,6277.99,38.0484,48.61,47.624,27.5,25.98
65,96.1369,6374.165,38.6313,48.581,47.595,27.5,25.96
66,96.0786,6470.283,39.2138,48.552,47.566,27.5,25.94
67,96.0204,6566.343,39.796,48.522,47.537,27.5,25.93
68,95.9622,6662.335,40.3778,48.493,47.5,27.5,26.0
69,95.9041,6758.278,40.9593,48.463,47.48,27.5,25.99
70,95.846,6854.163,41.5404,48.434,47.451,27.5,25.97
71,95.7879,6949.99,42.1212,48.405,47.422,27.5,25.96
72,95.7298,7045.759,42.7016,48.375,47.393,27.5,25.94
73,95.6719,7141.444,43.2815,48.333,47.352,27.5,25.92
74,95.6139,7237.094,43.8612,48.317,47.333,27.5,26.0
75,95.5559,7332.689,44.4405,48.287,47.307,27.5,25.99
76,95.498,7428.226,45.0196,48.258,47.279,27.5,25.97
77,95.4402,7523.705,45.5982,48.229,47.25,27.5,25.95
78,95.3823,7619.126,46.1765,48.2,47.221,27.5,25.94
79,95.3246,7714.489,46.7545,48.171,47.193,27.5,25.92
80,95.2668,7809.795,47.3321,48.141,47.164,27.5,26.0
81,95.2091,7905.042,47.9093,48.112,47.136,27.5,25.98
82,95.1514,8000.232,48.4863,48.083,47.107,27.5,25.97
83,95.0937,8095.365,49.0628,48.054,47.078,27.5,25.95
84,95.0361,8190.439,49.639,48.025,47.05,27.5,25.93
85,94.9785,8285.457,50.2149,47.996,47.021,27.5,25.92
86,94.921,8380.416,50.7904,47.967,46.993,27.5,26.0
87,94.8634,8475.318,51.3656,47.937,46.964,27.5,25.98
88,94.806,8570.162,51.9404,47.908,46.936,27.5,25.96
89,94.7485,8664.949,52.5148,47.879,46.908,27.5,25.95
90,94.6911,8759.679,53.089,47.85,46.879,27.5,25.93
91,94.6337,8854.351,53.6627,47.821,46.851,27.5,25.91
92,94.5764,8948.966,54.2362,47.792,46.822,27.5,25.99
93,94.5191,9043.523,54.8092,47.763,46.794,27.5,25.98
94,94.4618,9138.024,55.382,47.735,46.766,27.5,25.96
95,94.4046,9232.467,55.9543,47.706,46.737,27.5,25.95
96,94.3474,9326.852,56.5264,47.677,46.709,27.5,25.93
97,94.2902,9421.167,57.098,47.648,46.667,27.5,26.0
98,94.2331,9515.438,57.6693,47.619,46.652,27.5,25.99
99,94.176,9609.652,58.2403,47.59,46.624,27.5,25.98
100,94.1189,9703.809,58.811,47.561,46.596,27.5,25.96
101,94.0619,9797.909,59.3813,47.532,46.568,27.5,25.94
102,94.0049,9891.945,59.9512,47.5,46.536,27.5,25.93
103,93.9479,9985.92,60.5207,47.475,46.5,27.5,26.0
104,93.891,10079.849,61.09,47.446,46.483,27.5,25.99
105,93.8341,10173.722,61.6589,47.417,46.455,27.5,25.97
106,93.7773,10267.537,62.2275,47.389,46.427,27.5,25.96
107,93.7204,10361.295,62.7957,47.36,46.399,27.5,25.94
108,93.6636,10454.997,63.3636,47.331,46.37,27.5,25.93
109,93.6069,10548.633,63.9311,47.303,46.333,27.5,26.0
110,93.5502,10642.221,64.4983,47.274,46.314,27.5,25.99
111,93.4935,10735.753,65.0652,47.245,46.286,27.5,25.97
112,93.4368,10829.227,65.6317,47.217,46.258,27.5,25.96
113,93.3802,10922.645,66.1979,47.188,46.23,27.5,25.94
114,93.3236,11016.007,66.7637,47.159,46.202,27.5,25.93
115,93.2671,11109.304,67.3291,47.131,46.167,27.5,26.0
116,93.2106,11202.553,67.8943,47.102,46.146,27.5,25.99
117,93.1541,11295.745,68.4591,47.074,46.118,27.5,25.97
118,93.0976,11388.88,69.0235,47.045,46.09,27.5,25.96
119,93.0412,11481.959,69.5876,47.017,46.062,27.5,25.94
120,92.9849,11574.982,70.1514,46.988,46.034,27.5,25.92
121,92.9285,11667.942,70.7148,46.96,46.0,27.5,26.0
122,92.8722,11760.852,71.2779,46.931,45.979,27.5,25.99
123,92.8159,11853.705,71.8406,46.903,45.951,27.5,25.97
124,92.7597,11946.503,72.403,46.874,45.923,27.5,25.96
125,92.7035,12039.244,72.9651,46.846,45.895,27.5,25.94
126,92.6473,12131.929,73.5268,46.818,45.867,27.5,25.92
127,92.5912,12224.551,74.0882,46.789,45.833,27.5,26.0
128,92.5351,12317.124,74.6492,46.761,45.812,27.5,25.99
129,92.479,12409.64,75.2099,46.733,45.784,27.5,25.97
130,92.423,12502.101,75.7703,46.704,45.756,27.5,25.96
131,92.367,12594.487,76.3302,46.667,45.719,27.5,25.93
132,92.311,12686.836,76.8899,46.648,45.701,27.5,25.92
133,92.2551,12779.122,77.4492,46.619,45.667,27.5,26.0
134,92.1992,12871.358,78.0082,46.591,45.645,27.5,25.99
135,92.1433,12963.539,78.5669,46.563,45.618,27.5,25.97
136,92.0875,13055.664,79.1252,46.535,45.59,27.5,25.96
137,92.0317,13147.733,79.6832,46.507,45.563,27.5,25.94
138,91.9759,13239.746,80.2409,46.478,45.535,27.5,25.92
139,91.9202,13331.696,80.7982,46.45,45.5,27.5,26.0
140,91.8645,13423.598,81.3551,46.422,45.48,27.5,25.99
141,91.8088,13515.444,81.9118,46.394,45.452,27.5,25.97
142,91.7532,13607.235,82.4681,46.366,45.425,27.5,25.96
143,91.6976,13698.97,83.0241,46.338,45.397,27.5,25.94
144,91.642,13790.649,83.5797,46.31,45.37,27.5,25.93
145,91.5865,13882.264,84.1349,46.282,45.333,27.5,26.0
146,91.531,13973.825,84.6898,46.25,45.311,27.5,25.99
147,91.4756,14065.338,85.2445,46.225,45.287,27.5,25.97
148,91.4201,14156.795,85.7988,46.197,45.26,27.5,25.96
149,91.3647,14248.197,86.3527,46.169,45.232,27.5,25.94
150,91.3094,14339.543,86.9063,46.142,45.205,27.5,25.93
151,91.254,14430.823,87.4595,46.114,45.167,27.5,26.0
152,91.1988,14522.059,88.0125,46.086,45.15,27.5,25.99
153,91.1435,14613.24,88.5651,46.058,45.123,27.5,25.97
154,91.0883,14704.365,89.1174,46.03,45.095,27.5,25.96
155,91.0331,14795.435,89.6693,46.002,45.068,27.5,25.94
156,90.9779,14886.45,90.2209,45.974,45.041,27.5,25.93
157,90.9228,14977.396,90.7721,45.946,45.0,27.5,26.0
158,90.8677,15068.301,91.323,45.918,44.986,27.5,25.99
159,90.8126,15159.15,91.8736,45.89,44.959,27.5,25.98
160,90.7576,15249.945,92.4239,45.863,44.932,27.5,25.96
161,90.7026,15340.681,92.9738,45.833,44.903,27.5,25.94
162,90.6477,15431.365,93.5234,45.807,44.877,27.5,25.93
163,90.5927,15521.995,94.0727,45.779,44.85,27.5,25.91
164,90.5378,15612.57,94.6216,45.752,44.823,27.5,25.99
165,90.483,15703.089,95.1702,45.724,44.796,27.5,25.98
166,90.4281,15793.554,95.7185,45.696,44.769,27.5,25.96
167,90.3734,15883.964,96.2665,45.669,44.742,27.5,25.95
168,90.3186,15974.32,96.8141,45.641,44.714,27.5,25.93
169,90.2639,16064.62,97.3613,45.613,44.687,27.5,25.92
170,90.2092,16154.866,97.9083,45.586,44.66,27.5,26.0
171,90.1545,16245.057,98.4549,45.558,44.633,27.5,25.98
172,90.0999,16335.194,99.0012,45.53,44.606,27.5,25.97
173,90.0453,16425.275,99.5471,45.503,44.579,27.5,25.95
174,89.9907,16515.303,100.0927,45.475,44.552,27.5,25.93
175,89.9362,16605.275,100.638,45.448,44.525,27.5,25.92
176,89.8817,16695.187,101.183,45.417,44.495,27.5,26.0
177,89.8272,16785.051,101.7276,45.393,44.471,27.5,25.98
178,89.7728,16874.86,102.2719,45.365,44.444,27.5,25.97
179,89.7184,16964.615,102.8158,45.338,44.417,27.5,25.95
180,89.6641,17054.315,103.3595,45.31,44.39,27.5,25.94
181,89.6097,17143.961,103.9028,45.283,44.363,27.5,25.92
182,89.5554,17233.55,104.4458,45.255,44.333,27.5,26.0
183,89.5012,17323.087,104.9884,45.228,44.31,27.5,25.99
184,89.4469,17412.571,105.5307,45.2,44.283,27.5,25.97
185,89.3927,17502.0,106.0727,45.173,44.256,27.5,25.96
186,89.3386,17591.374,106.6144,45.146,44.229,27.5,25.94
187,89.2844,17680.695,107.1557,45.118,44.202,27.5,25.93
188,89.2303,17769.953,107.6967,45.091,44.167,27.5,26.0
189,89.1763,17859.165,108.2374,45.064,44.149,27.5,25.99
190,89.1222,17948.324,108.7777,45.036,44.122,27.5,25.97
191,89.0682,18037.41,109.3176,45.0,44.087,27.5,25.95
192,89.0143,18126.461,109.8573,44.982,44.069,27.5,25.94
193,88.9603,18215.457,110.3967,44.954,44.042,27.5,25.93
194,88.9064,18304.4,110.9358,44.927,44.015,27.5,25.91
195,88.8526,18393.288,111.4745,44.9,43.989,27.5,25.99
196,88.7987,18482.123,112.0129,44.873,43.962,27.5,25.98
197,88.7449,18570.904,112.5509,44.846,43.935,27.5,25.96
198,88.6911,18659.631,113.0887,44.818,43.909,27.5,25.95
199,88.6374,18748.305,113.6261,44.791,43.882,27.5,25.93
200,88.5837,18836.924,114.1632,44.764,43.856,27.5,25.92
201,88.53,18925.49,114.6999,44.737,43.829,27.5,26.0
202,88.4764,19014.003,115.2364,44.71,43.802,27.5,25.98
203,88.4228,19102.461,115.7725,44.683,43.776,27.5,25.97
204,88.3692,19190.866,116.3083,44.656,43.749,27.5,25.95
205,88.3156,19279.218,116.8437,44.629,43.723,27.5,25.94
206,88.2621,19367.516,117.3789,44.602,43.696,27.5,25.92
207,88.2086,19455.757,117.9137,44.575,43.667,27.5,26.0
208,88.1552,19543.948,118.4482,44.548,43.643,27.5,25.99
209,88.1018,19632.086,118.9823,44.521,43.617,27.5,25.97
210,88.0484,19720.17,119.5162,44.494,43.591,27.5,25.96
211,87.995,19808.201,120.0497,44.467,43.564,27.5,25.94
212,87.9417,19896.178,120.5829,44.44,43.538,27.5,25.93
213,87.8884,19984.091,121.1157,44.413,43.5,27.5,26.0
214,87.8352,20071.962,121.6483,44.386,43.485,27.5,25.99
215,87.782,20159.779,122.1805,44.359,43.459,27.5,25.98
216,87.7288,20247.544,122.7124,44.332,43.432,27.5,25.96
217,87.6756,20335.255,123.244,44.305,43.406,27.5,25.95
218,87.6225,20422.913,123.7752,44.278,43.38,27.5,25.93
219,87.5694,20510.518,124.3062,44.252,43.353,27.5,25.92
220,87.5163,20598.07,124.8368,44.225,43.327,27.5,26.0
221,87.4633,20685.569,125.3671,44.198,43.301,27.5,25.98
222,87.4103,20773.005,125.897,44.167,43.27,27.5,25.96
223,87.3573,20860.398,126.4267,44.144,43.248,27.5,25.95
224,87.3044,20947.738,126.956,44.118,43.222,27.5,25.94
225,87.2515,21035.025,127.485,44.091,43.196,27.5,25.92
226,87.1986,21122.256,128.0137,44.064,43.167,27.5,26.0
227,87.1458,21209.437,128.542,44.038,43.144,27.5,25.99
228,87.093,21296.565,129.0701,44.011,43.118,27.5,25.97
229,87.0402,21383.641,129.5978,43.984,43.091,27.5,25.96
230,86.9875,21470.664,130.1252,43.958,43.065,27.5,25.94
231,86.9348,21557.634,130.6523,43.931,43.039,27.5,25.93
232,86.8821,21644.538,131.179,43.904,43.0,27.5,26.0
233,86.8295,21731.403,131.7055,43.878,42.987,27.5,25.99
234,86.7768,21818.215,132.2316,43.851,42.961,27.5,25.98
235,86.7243,21904.975,132.7574,43.825,42.935,27.5,25.96
236,86.6717,21991.681,133.2829,43.798,42.909,27.5,25.95
237,86.6192,22078.336,133.8081,43.771,42.883,27.5,25.93
238,86.5667,22164.938,134.333,43.745,42.857,27.5,25.92
239,86.5143,22251.487,134.8575,43.718,42.831,27.5,26.0
240,86.4618,22337.984,135.3817,43.692,42.805,27.5,25.98
241,86.4094,22424.429,135.9056,43.665,42.779,27.5,25.97
242,86.3571,22510.821,136.4292,43.639,42.753,27.5,25.95
243,86.3048,22597.161,136.9525,43.613,42.727,27.5,25.94
244,86.2525,22683.448,137.4754,43.586,42.701,27.5,25.92
245,86.2002,22769.674,137.998,43.56,42.667,27.5,26.0
246,86.148,22855.857,138.5203,43.533,42.65,27.5,25.99
247,86.0958,22941.988,139.0424,43.507,42.624,27.5,25.98
248,86.0436,23028.067,139.564,43.481,42.598,27.5,25.96
249,85.9915,23114.093,140.0854,43.454,42.572,27.5,25.95
250,85.9394,23200.067,140.6065,43.428,42.546,27.5,25.93
251,85.8873,23285.989,141.1272,43.402,42.521,27.5,25.92
252,85.8352,23371.86,141.6476,43.375,42.495,27.5,26.0
253,85.7832,23457.678,142.1677,43.349,42.469,27.5,25.98
254,85.7312,23543.444,142.6875,43.323,42.443,27.5,25.97
255,85.6793,23629.158,143.207,43.296,42.418,27.5,25.95
256,85.6274,23714.82,143.7262,43.27,42.392,27.5,25.94
257,85.5755,23800.43,144.245,43.244,42.366,27.5,25.92
258,85.5236,23885.981,144.7635,43.218,42.333,27.5,26.0
259,85.4718,23971.488,145.2817,43.192,42.315,27.5,25.99
260,85.42,24056.943,145.7997,43.165,42.289,27.5,25.97
261,85.3683,24142.346,146.3172,43.139,42.264,27.5,25.96
262,85.3165,24227.697,146.8345,43.113,42.238,27.5,25.95
263,85.2649,24312.996,147.3515,43.087,42.212,27.5,25.93
264,85.2132,24398.244,147.8681,43.061,42.187,27.5,25.92
265,85.1616,24483.44,148.3845,43.035,42.161,27.5,26.0
266,85.1099,24568.585,148.9005,43.009,42.136,27.5,25.98
267,85.0584,24653.678,149.4162,42.983,42.11,27.5,25.97
268,85.0068,24738.719,149.9316,42.957,42.085,27.5,25.95
269,84.9553,24823.681,150.4466,42.917,42.046,27.5,25.93
270,84.9039,24908.62,150.9613,42.905,42.034,27.5,25.92
271,84.8524,24993.498,151.4757,42.879,42.0,27.5,26.0
272,84.801,25078.334,151.9899,42.853,41.983,27.5,25.99
273,84.7496,25163.118,152.5037,42.827,41.957,27.5,25.98
274,84.6983,25247.85,153.0173,42.801,41.932,27.5,25.96
275,84.647,25332.532,153.5305,42.775,41.907,27.5,25.95
276,84.5957,25417.162,154.0434,42.749,41.881,27.5,25.93
277,84.5444,25501.741,154.556,42.723,41.856,27.5,25.92
278,84.4932,25586.268,155.0683,42.697,41.83,27.5,26.0
279,84.442,25670.744,155.5803,42.671,41.805,27.5,25.98
280,84.3908,25755.169,156.0919,42.645,41.78,27.5,25.97
281,84.3397,25839.543,156.6033,42.62,41.754,27.5,25.95
282,84.2886,25923.866,157.1143,42.594,41.729,27.5,25.94
283,84.2375,26008.138,157.6251,42.568,41.704,27.5,25.93
284,84.1865,26092.347,158.1354,42.542,41.667,27.5,26.0
285,84.1354,26176.516,158.6456,42.516,41.653,27.5,25.99
286,84.0845,26260.635,159.1554,42.491,41.628,27.5,25.98
287,84.0335,26344.703,159.6649,42.465,41.603,27.5,25.96
288,83.9826,26428.719,160.1741,42.439,41.578,27.5,25.95
289,83.9317,26512.685,160.6829,42.413,41.552,27.5,25.93
290,83.8808,26596.6,161.1915,42.388,41.527,27.5,25.92
291,83.83,26680.462,161.6998,42.362,41.5,27.5,26.0
292,83.7792,26764.275,162.2077,42.336,41.477,27.5,25.99
293,83.7285,26848.038,162.7154,42.311,41.452,27.5,25.97
294,83.6777,26931.749,163.2227,42.285,41.427,27.5,25.96
295,83.627,27015.41,163.7298,42.259,41.402,27.5,25.94
296,83.5764,27099.021,164.2365,42.234,41.377,27.5,25.93
297,83.5257,27182.58,164.7429,42.208,41.351,27.5,25.92
298,83.4751,27266.089,165.249,42.183,41.326,27.5,26.0
299,83.4245,27349.548,165.7548,42.157,41.301,27.5,25.98
300,83.374,27432.956,166.2603,42.132,41.276,27.5,25.97
301,83.3234,27516.313,166.7655,42.106,41.251,27.5,25.95
302,83.273,27599.62,167.2704,42.08,41.226,27.5,25.94
303,83.2225,27682.876,167.775,42.055,41.201,27.5,25.92
304,83.1721,27766.072,168.2792,42.029,41.167,27.5,26.0
305,83.1217,27849.228,168.7832,42.004,41.151,27.5,25.99
306,83.0713,27932.333,169.2869,41.979,41.126,27.5,25.98
307,83.021,28015.387,169.7902,41.953,41.102,27.5,25.96
308,82.9707,28098.392,170.2933,41.928,41.077,27.5,25.95
309,82.9204,28181.346,170.796,41.902,41.052,27.5,25.93
310,82.8702,28264.25,171.2985,41.877,41.027,27.5,25.92
311,82.8199,28347.101,171.8006,41.852,41.0,27.5,26.0
312,82.7698,28429.905,172.3025,41.826,40.977,27.5,25.99
313,82.7196,28512.658,172.804,41.801,40.952,27.5,25.97
314,82.6695,28595.361,173.3052,41.776,40.928,27.5,25.96
315,82.6194,28678.014,173.8061,41.75,40.903,27.5,25.94
316,82.5693,28760.617,174.3068,41.725,40.878,27.5,25.93
317,82.5193,28843.169,174.8071,41.7,40.853,27.5,25.92
318,82.4693,28925.657,175.307,41.667,40.821,27.5,25.99
319,82.4193,29008.11,175.8067,41.649,40.804,27.5,25.98
320,82.3694,29090.513,176.3061,41.624,40.779,27.5,25.97
321,82.3195,29172.866,176.8052,41.599,40.754,27.5,25.95
322,82.2696,29255.169,177.3041,41.573,40.73,27.5,25.94
323,82.2197,29337.422,177.8026,41.548,40.705,27.5,25.93
324,82.1699,29419.625,178.3008,41.523,40.68,27.5,25.91
325,82.1201,29501.779,178.7987,41.498,40.656,27.5,25.99
326,82.0704,29583.882,179.2963,41.473,40.631,27.5,25.98
327,82.0206,29665.936,179.7936,41.448,40.606,27.5,25.97
328,81.9709,29747.941,180.2905,41.423,40.582,27.5,25.95
329,81.9213,29829.895,180.7872,41.397,40.557,27.5,25.94
330,81.8716,29911.8,181.2836,41.372,40.533,27.5,25.92
331,81.822,29993.647,181.7797,41.347,40.5,27.5,26.0
332,81.7725,30075.453,182.2755,41.322,40.483,27.5,25.99
333,81.7229,30157.209,182.771,41.297,40.459,27.5,25.98
334,81.6734,30238.916,183.2662,41.272,40.434,27.5,25.96
335,81.6239,30320.573,183.761,41.247,40.41,27.5,25.95
336,81.5744,30402.18,184.2556,41.222,40.385,27.5,25.93
337,81.525,30483.738,184.7499,41.197,40.361,27.5,25.92
338,81.4756,30565.244,185.2439,41.172,40.333,27.5,26.0
339,81.4262,30646.703,185.7376,41.147,40.312,27.5,25.99
340,81.3769,30728.113,186.231,41.122,40.288,27.5,25.97
341,81.3276,30809.474,186.7241,41.097,40.263,27.5,25.96
342,81.2783,30890.785,187.2169,41.073,40.239,27.5,25.95
343,81.2291,30972.047,187.7094,41.048,40.214,27.5,25.93
344,81.1798,31053.26,188.2016,41.023,40.19,27.5,25.92
345,81.1307,31134.424,188.6935,40.998,40.166,27.5,26.0
346,81.0815,31215.538,189.1851,40.973,40.141,27.5,25.99
347,81.0324,31296.603,189.6764,40.948,40.117,27.5,25.97
348,80.9833,31377.62,190.1674,40.923,40.093,27.5,25.96
349,80.9342,31458.587,190.6581,40.899,40.068,27.5,25.94
350,80.8851,31539.505,191.1485,40.874,40.044,27.5,25.93
351,80.8361,31620.374,191.6386,40.849,40.02,27.5,25.92
352,80.7872,31701.194,192.1284,40.824,39.996,27.5,26.0
353,80.7382,31781.965,192.618,40.8,39.971,27.5,25.98
354,80.6893,31862.687,193.1072,40.775,39.947,27.5,25.97
355,80.6404,31943.36,193.5961,40.75,39.923,27.5,25.96
356,80.5915,32023.984,194.0848,40.725,39.899,27.5,25.94
357,80.5427,32104.56,194.5731,40.701,39.875,27.5,25.93
358,80.4939,32185.086,195.0611,40.676,39.85,27.5,25.91
359,80.4451,32265.564,195.5489,40.651,39.826,27.5,26.0
360,80.3964,32345.993,196.0363,40.627,39.802,27.5,25.98
361,80.3477,32426.373,196.5235,40.602,39.778,27.5,25.97
362,80.299,32506.705,197.0103,40.578,39.754,27.5,25.95
363,80.2503,32586.988,197.4969,40.553,39.73,27.5,25.94
364,80.2017,32667.222,197.9832,40.528,39.706,27.5,25.93
365,80.1531,32747.408,198.4691,40.504,39.682,27.5,25.91
366,80.1045,32827.545,198.9548,40.479,39.658,27.5,25.99
367,80.056,32907.633,199.4402,40.455,39.634,27.5,25.98
368,80.0075,32987.673,199.9253,40.43,39.61,27.5,25.97
369,79.959,33067.665,200.4101,40.406,39.586,27.5,25.95
