tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,ev5_soc_pct,ev6_soc_pct,ev7_soc_pct,ev8_soc_pct,ev9_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
865,57.67,39.43,43.88,48.32,52.76,57.21,61.65,66.10,70.54,74.99,79.43,59.43,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
866,57.73,39.45,43.90,48.34,52.79,57.23,61.68,66.12,70.56,75.01,79.45,59.45,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
867,57.80,39.48,43.92,48.36,52.81,57.25,61.70,66.14,70.59,75.03,79.48,59.48,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
868,57.87,39.50,43.94,48.39,52.83,57.28,61.72,66.17,70.61,75.05,79.50,59.50,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
869,57.93,39.52,43.97,48.41,52.85,57.30,61.74,66.19,70.63,75.08,79.52,59.52,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
870,58.00,39.54,43.99,48.43,52.88,57.32,61.77,66.21,70.65,75.10,79.54,59.54,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
871,58.07,39.57,44.01,48.45,52.90,57.34,61.79,66.23,70.68,75.12,79.57,59.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
872,58.13,39.59,44.03,48.48,52.92,57.37,61.81,66.25,70.70,75.14,79.59,59.59,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
873,58.20,39.61,44.06,48.50,52.94,57.39,61.83,66.28,70.72,75.17,79.61,59.61,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
874,58.27,39.63,44.08,48.52,52.97,57.41,61.86,66.30,70.74,75.19,79.63,59.63,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
875,58.33,39.66,44.10,48.54,52.99,57.43,61.88,66.32,70.77,75.21,79.66,59.66,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
876,58.40,39.68,44.12,48.57,53.01,57.46,61.90,66.34,70.79,75.23,79.68,59.68,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
877,58.47,39.70,44.14,48.59,53.03,57.48,61.92,66.37,70.81,75.26,79.70,59.70,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
878,58.53,39.72,44.17,48.61,53.06,57.50,61.95,66.39,70.83,75.28,79.72,59.72,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
879,58.60,39.75,44.19,48.63,53.08,57.52,61.97,66.41,70.86,75.30,79.75,59.75,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
880,58.67,39.77,44.21,48.66,53.10,57.55,61.99,66.43,70.88,75.32,79.77,59.77,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
881,58.73,39.79,44.23,48.68,53.12,57.57,62.01,66.46,70.90,75.35,79.79,59.79,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
882,58.80,39.81,44.26,48.70,53.15,57.59,62.03,66.48,70.92,75.37,79.81,59.81,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
883,58.87,39.83,44.28,48.72,53.17,57.61,62.06,66.50,70.95,75.39,79.83,59.83,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
884,58.93,39.86,44.30,48.75,53.19,57.64,62.08,66.52,70.97,75.41,79.86,59.86,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
885,59.00,39.88,44.32,48.77,53.21,57.66,62.10,66.55,70.99,75.44,79.88,59.88,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
886,59.07,39.90,44.35,48.79,53.24,57.68,62.12,66.57,71.01,75.46,79.90,59.90,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
887,59.13,39.92,44.37,48.81,53.26,57.70,62.15,66.59,71.04,75.48,79.92,59.92,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
888,59.20,39.95,44.39,48.84,53.28,57.72,62.17,66.61,71.06,75.50,79.95,59.95,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
889,59.27,39.97,44.41,48.86,53.30,57.75,62.19,66.64,71.08,75.53,79.97,59.97,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
890,59.33,39.99,44.44,48.88,53.33,57.77,62.21,66.66,71.10,75.55,79.99,59.99,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
891,59.40,40.01,44.46,48.90,53.35,57.79,62.24,66.68,71.13,75.57,80.01,60.01,170.000,0.9669,52.68,84.60,LOWER,1,0,1,0
892,59.47,40.04,44.48,48.93,53.37,57.82,62.26,66.70,71.15,75.59,80.04,60.04,175.000,0.9666,54.36,87.31,HIGHER,2,2,1,0
893,59.53,40.06,44.50,48.95,53.39,57.84,62.28,66.73,71.17,75.61,80.06,60.06,165.000,0.9672,51.02,81.93,HIGHER,1,3,1,0
894,59.60,40.08,44.52,48.97,53.41,57.86,62.30,66.75,71.19,75.64,80.08,60.08,160.000,0.9675,49.39,79.30,HIGHER,1,4,1,0
895,59.67,40.10,44.55,48.99,53.43,57.88,62.32,66.77,71.21,75.66,80.10,60.10,155.000,0.9679,47.77,76.70,HIGHER,1,5,1,0
896,59.73,40.12,44.57,49.01,53.45,57.90,62.34,66.79,71.23,75.68,80.12,60.12,150.000,0.9682,46.18,74.13,HIGHER,1,6,1,0
897,59.80,40.14,44.58,49.03,53.47,57.92,62.36,66.81,71.25,75.70,80.14,60.14,145.000,0.9685,44.61,71.60,HIGHER,1,7,1,0
898,59.87,40.16,44.60,49.05,53.49,57.94,62.38,66.83,71.27,75.71,80.16,60.16,140.000,0.9688,43.06,69.10,HIGHER,1,8,1,0
899,59.93,40.18,44.62,49.07,53.51,57.95,62.40,66.84,71.29,75.73,80.18,60.18,135.000,0.9690,41.53,66.64,HIGHER,1,9,1,0
900,60.00,40.19,44.64,49.08,53.53,57.97,62.42,66.86,71.30,75.75,80.19,60.19,130.000,0.9693,40.02,64.21,HIGHER,1,10,1,0
901,60.07,40.21,44.65,49.10,53.54,57.99,62.43,66.88,71.32,75.77,80.21,60.21,125.000,0.9696,38.54,61.81,HIGHER,1,11,1,0
902,60.13,40.23,44.67,49.11,53.56,58.00,62.45,66.89,71.34,75.78,80.23,60.23,120.000,0.9699,37.07,59.44,HIGHER,1,12,1,0
903,60.20,40.24,44.69,49.13,53.57,58.02,62.46,66.91,71.35,75.80,80.24,60.24,115.000,0.9701,35.62,57.11,HIGHER,1,13,1,0
904,60.27,40.26,44.70,49.14,53.59,58.03,62.48,66.92,71.37,75.81,80.26,60.26,110.000,0.9704,34.20,54.82,HIGHER,1,14,1,0
905,60.33,40.27,44.71,49.16,53.60,58.05,62.49,66.94,71.38,75.82,80.27,60.27,105.000,0.9706,32.80,52.56,HIGHER,1,15,1,0
906,60.40,40.28,44.73,49.17,53.62,58.06,62.50,66.95,71.39,75.84,80.28,60.28,100.000,0.9709,31.42,50.34,HIGHER,1,16,1,0
907,60.47,40.29,44.74,49.18,53.63,58.07,62.52,66.96,71.41,75.85,80.29,60.29,95.000,0.9711,30.06,48.16,HIGHER,1,17,1,0
908,60.53,40.31,44.75,49.20,53.64,58.08,62.53,66.97,71.42,75.86,80.31,60.31,90.000,0.9714,28.73,46.01,HIGHER,1,18,1,0
909,60.60,40.32,44.76,49.21,53.65,58.10,62.54,66.98,71.43,75.87,80.32,60.32,85.000,0.9716,27.43,43.91,HIGHER,1,19,1,0
910,60.67,40.33,44.77,49.22,53.66,58.11,62.55,67.00,71.44,75.88,80.33,60.33,80.000,0.9718,26.15,41.86,HIGHER,1,20,1,0
911,60.73,40.34,44.78,49.23,53.67,58.12,62.56,67.01,71.45,75.89,80.34,60.34,75.000,0.9721,24.91,39.86,HIGHER,1,21,1,0
912,60.80,40.35,44.79,49.24,53.68,58.13,62.57,67.01,71.46,75.90,80.35,60.35,70.000,0.9723,23.69,37.90,HIGHER,1,22,1,0
913,60.87,40.36,44.80,49.25,53.69,58.13,62.58,67.02,71.47,75.91,80.36,60.36,65.000,0.9725,22.51,36.01,HIGHER,1,23,1,0
914,60.93,40.36,44.81,49.25,53.70,58.14,62.59,67.03,71.48,75.92,80.36,60.36,60.000,0.9727,21.37,34.18,HIGHER,1,24,1,0
915,61.00,40.37,44.82,49.26,53.70,58.15,62.59,67.04,71.48,75.93,80.37,60.37,55.000,0.9729,20.27,32.42,HIGHER,1,25,1,0
916,61.07,40.38,44.82,49.27,53.71,58.16,62.60,67.04,71.49,75.93,80.38,60.38,50.000,0.9731,19.22,30.74,HIGHER,1,26,1,0
917,61.13,40.38,44.83,49.27,53.72,58.16,62.61,67.05,71.50,75.94,80.38,60.38,45.000,0.9733,18.23,29.15,HIGHER,1,27,1,0
918,61.20,40.39,44.83,49.28,53.72,58.17,62.61,67.06,71.50,75.94,80.39,60.39,40.000,0.9735,17.29,27.66,HIGHER,1,28,1,0
919,61.27,40.39,44.84,49.28,53.73,58.17,62.62,67.06,71.51,75.95,80.39,60.39,35.000,0.9737,16.43,26.28,HIGHER,1,29,1,0
920,61.33,40.40,44.84,49.29,53.73,58.18,62.62,67.06,71.51,75.95,80.40,60.40,30.000,0.9739,15.64,25.02,HIGHER,1,30,1,0
921,61.40,40.40,44.85,49.29,53.73,58.18,62.62,67.07,71.51,75.96,80.40,60.40,25.000,0.9741,14.94,23.92,HIGHER,1,31,1,0
922,61.47,40.40,44.85,49.29,53.74,58.18,62.63,67.07,71.51,75.96,80.40,60.40,20.000,0.9743,14.33,22.97,HIGHER,1,32,1,0
923,61.53,40.41,44.85,49.29,53.74,58.18,62.63,67.07,71.52,75.96,80.41,60.41,15.000,0.9745,13.83,22.20,HIGHER,1,33,1,0
924,61.60,40.41,44.85,49.30,53.74,58.18,62.63,67.07,71.52,75.96,80.41,60.41,10.000,0.9747,13.45,21.62,HIGHER,1,34,1,0
925,61.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,5.000,0.9748,13.20,21.24,HIGHER,1,35,1,0
926,61.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
927,61.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
928,61.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
929,61.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
930,62.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
931,62.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
932,62.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
933,62.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
934,62.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
935,62.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
936,62.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
937,62.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
938,62.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
939,62.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
940,62.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
941,62.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
942,62.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
943,62.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
944,62.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
945,63.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
946,63.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
947,63.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
948,63.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
949,63.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
950,63.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
951,63.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
952,63.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
953,63.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
954,63.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
955,63.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
956,63.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
957,63.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
958,63.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
959,63.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
960,64.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
961,64.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
962,64.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
963,64.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
964,64.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
965,64.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
966,64.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
967,64.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
968,64.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
969,64.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
970,64.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
971,64.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
972,64.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
973,64.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
974,64.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
975,65.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
976,65.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
977,65.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
978,65.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
979,65.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
980,65.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
981,65.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
982,65.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
983,65.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
984,65.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
985,65.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
986,65.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
987,65.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
988,65.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
989,65.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
990,66.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
991,66.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
992,66.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
993,66.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
994,66.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
995,66.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
996,66.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
997,66.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
998,66.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
999,66.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1000,66.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1001,66.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1002,66.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1003,66.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1004,66.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1005,67.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1006,67.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1007,67.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1008,67.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1009,67.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1010,67.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1011,67.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1012,67.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1013,67.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1014,67.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1015,67.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1016,67.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1017,67.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1018,67.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1019,67.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1020,68.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1021,68.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1022,68.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1023,68.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1024,68.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1025,68.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1026,68.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1027,68.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1028,68.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1029,68.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1030,68.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1031,68.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1032,68.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1033,68.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1034,68.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1035,69.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
